日期,商品,來源,收盤價,持倉狀態,進場價,浮動報酬,建議
2026-07-22,QQQ,追蹤清單,705.35,持倉中,725.51,-0.0278,續抱。浮動損益 -2.78%，目前停損價位約 $684.13
2026-07-22,AAPL,追蹤清單,325.89,持倉中,315.32,0.0335,續抱。浮動損益 3.35%，目前停損價位約 $309.41
2026-07-22,MSFT,追蹤清單,390.34,空手,,,空手觀望，尚未出現買進訊號
2026-07-22,XOM,追蹤清單,154.45,空手,,,空手觀望，尚未出現買進訊號
2026-07-22,PYPL,追蹤清單,55.51,持倉中,56.78,-0.0225,續抱。浮動損益 -2.25%，目前停損價位約 $50.73
2026-07-22,INTC,追蹤清單,102.62,持倉中,109.84,-0.0657,續抱。浮動損益 -6.57%，目前停損價位約 $85.68
2026-07-22,AAOI,moomoo清單,110.52,空手,,,空手觀望，尚未出現買進訊號
2026-07-22,GLW,moomoo清單,154.06,持倉中,159.18,-0.0322,續抱。浮動損益 -3.22%，目前停損價位約 $119.87
2026-07-22,DELL,moomoo清單,441.80,持倉中,404.59,0.0920,續抱。浮動損益 9.20%，目前停損價位約 $340.71
2026-07-22,AVGO,moomoo清單,396.81,空手,,,空手觀望，尚未出現買進訊號
2026-07-22,T,今日熱門,23.04,空手,,,空手觀望，尚未出現買進訊號
2026-07-22,ONDS,今日熱門,8.00,空手,,,空手觀望，尚未出現買進訊號
2026-07-22,SMCI,今日熱門,30.56,空手,,,空手觀望，尚未出現買進訊號
2026-07-22,AAL,今日熱門,14.79,空手,16.95,-0.1279,賣出訊號！原因：ATR停損，這筆交易報酬約 -12.79%（已計入滑價）
2026-07-22,NVDA,今日熱門,212.06,空手,,,空手觀望，尚未出現買進訊號
2026-07-22,PATH,今日熱門,10.70,持倉中,11.68,-0.0839,續抱。浮動損益 -8.39%，目前停損價位約 $9.86
2026-07-22,OPEN,今日熱門,4.38,空手,,,空手觀望，尚未出現買進訊號
2026-07-22,NU,今日熱門,14.51,持倉中,13.88,0.0454,續抱。浮動損益 4.54%，目前停損價位約 $12.95
2026-07-22,SOFI,今日熱門,17.07,持倉中,18.78,-0.0911,續抱。浮動損益 -9.11%，目前停損價位約 $16.04
2026-07-22,NOK,今日熱門,10.28,空手,,,空手觀望，尚未出現買進訊號
2026-07-22,SPCX,今日熱門,115.26,空手,,,空手觀望，尚未出現買進訊號
2026-07-22,F,今日熱門,14.42,持倉中,14.00,0.0300,續抱。浮動損益 3.00%，目前停損價位約 $13.14
2026-07-22,CDE,今日熱門,15.84,空手,,,空手觀望，尚未出現買進訊號
2026-07-22,RIG,今日熱門,5.30,空手,,,空手觀望，尚未出現買進訊號
2026-07-22,MARA,今日熱門,12.41,空手,,,空手觀望，尚未出現買進訊號
2026-07-22,NFLX,今日熱門,68.53,空手,,,空手觀望，尚未出現買進訊號
2026-07-22,AMC,今日熱門,2.25,持倉中,2.46,-0.0858,續抱。浮動損益 -8.58%，目前停損價位約 $1.83
2026-07-22,JOBY,今日熱門,7.63,空手,,,空手觀望，尚未出現買進訊號
2026-07-22,SMR,今日熱門,8.68,空手,,,空手觀望，尚未出現買進訊號
2026-07-22,SOUN,今日熱門,6.46,空手,,,空手觀望，尚未出現買進訊號
2026-07-22,BBD,今日熱門,3.73,持倉中,3.73,0.0000,買進訊號！建議投入資金比例約 27%（已計入滑價，實際成交約 $3.73）
2026-07-22,ACHR,今日熱門,5.18,空手,,,空手觀望，尚未出現買進訊號
2026-07-22,HL,今日熱門,15.69,空手,,,空手觀望，尚未出現買進訊號
2026-07-22,BMNR,今日熱門,17.74,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,BTC-USD,追蹤清單,65144.00,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,ETH-USD,追蹤清單,1882.27,持倉中,1898.12,-0.0083,續抱。浮動損益 -0.83%，目前停損價位約 $1746.91
2026-07-23,QQQ,追蹤清單,691.96,持倉中,725.51,-0.0462,續抱。浮動損益 -4.62%，目前停損價位約 $685.36
2026-07-23,AAPL,追蹤清單,321.66,持倉中,315.32,0.0201,續抱。浮動損益 2.01%，目前停損價位約 $311.38
2026-07-23,MSFT,追蹤清單,381.58,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,XOM,追蹤清單,156.89,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,PYPL,追蹤清單,56.00,持倉中,56.78,-0.0138,續抱。浮動損益 -1.38%，目前停損價位約 $50.79
2026-07-23,INTC,追蹤清單,100.23,空手,109.84,-0.0879,賣出訊號！原因：均線死亡交叉，這筆交易報酬約 -8.79%（已計入滑價）
2026-07-23,AAOI,moomoo清單,112.02,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,GLW,moomoo清單,156.06,持倉中,159.18,-0.0196,續抱。浮動損益 -1.96%，目前停損價位約 $124.53
2026-07-23,DELL,moomoo清單,439.34,持倉中,404.59,0.0859,續抱。浮動損益 8.59%，目前停損價位約 $344.68
2026-07-23,AVGO,moomoo清單,392.47,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,ARM,moomoo清單,283.04,持倉中,256.42,0.1038,續抱。浮動損益 10.38%，目前停損價位約 $221.72
2026-07-23,NOK,今日熱門,9.73,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,NU,今日熱門,14.19,持倉中,13.88,0.0223,續抱。浮動損益 2.23%，目前停損價位約 $12.95
2026-07-23,AAL,今日熱門,13.56,持倉中,13.56,0.0000,買進訊號！建議投入資金比例約 12%（已計入滑價，實際成交約 $13.56）
2026-07-23,TSLA,今日熱門,319.69,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,T,今日熱門,22.96,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,NVDA,今日熱門,208.76,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,ONDS,今日熱門,7.93,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,OPEN,今日熱門,3.85,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,SMCI,今日熱門,31.20,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,SOFI,今日熱門,16.65,持倉中,18.78,-0.1134,續抱。浮動損益 -11.34%，目前停損價位約 $16.21
2026-07-23,SPCX,今日熱門,118.24,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,HBAN,今日熱門,17.40,持倉中,17.41,0.0000,買進訊號！建議投入資金比例約 27%（已計入滑價，實際成交約 $17.41）
2026-07-23,CLF,今日熱門,10.96,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,F,今日熱門,14.15,持倉中,14.00,0.0107,續抱。浮動損益 1.07%，目前停損價位約 $13.22
2026-07-23,GOOGL,今日熱門,317.69,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,QS,今日熱門,5.11,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,JOBY,今日熱門,7.54,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,MARA,今日熱門,12.77,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,NOW,今日熱門,91.94,持倉中,91.99,0.0000,買進訊號！建議投入資金比例約 10%（已計入滑價，實際成交約 $91.99）
2026-07-23,SOUN,今日熱門,6.22,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,HL,今日熱門,15.32,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,ACI,今日熱門,11.44,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,RIG,今日熱門,5.32,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,CMCSA,今日熱門,21.92,空手,,,空手觀望，尚未出現買進訊號
2026-07-24,BTC-USD,追蹤清單,64094.77,空手,,,空手觀望，尚未出現買進訊號
2026-07-24,ETH-USD,追蹤清單,1858.34,持倉中,1898.12,-0.0210,續抱。浮動損益 -2.10%，目前停損價位約 $1749.33
2026-07-24,QQQ,追蹤清單,684.23,空手,725.51,-0.0574,賣出訊號！原因：ATR停損，這筆交易報酬約 -5.74%（已計入滑價）
2026-07-24,AAPL,追蹤清單,333.02,持倉中,315.32,0.0561,續抱。浮動損益 5.61%，目前停損價位約 $310.19
2026-07-24,MSFT,追蹤清單,381.70,空手,,,空手觀望，尚未出現買進訊號
2026-07-24,XOM,追蹤清單,156.94,空手,,,空手觀望，尚未出現買進訊號
2026-07-24,PYPL,追蹤清單,56.15,持倉中,56.78,-0.0112,續抱。浮動損益 -1.12%，目前停損價位約 $50.88
2026-07-24,INTC,追蹤清單,92.32,空手,,,空手觀望，尚未出現買進訊號
2026-07-24,AAOI,moomoo清單,100.15,空手,,,空手觀望，尚未出現買進訊號
2026-07-24,GLW,moomoo清單,146.65,持倉中,159.18,-0.0787,續抱。浮動損益 -7.87%，目前停損價位約 $125.04
2026-07-24,DELL,moomoo清單,437.50,持倉中,404.59,0.0813,續抱。浮動損益 8.13%，目前停損價位約 $348.41
2026-07-24,AVGO,moomoo清單,381.92,空手,,,空手觀望，尚未出現買進訊號
2026-07-24,ARM,moomoo清單,260.01,空手,256.42,0.0135,賣出訊號！原因：均線死亡交叉，這筆交易報酬約 1.35%（已計入滑價）
2026-07-24,NOK,今日熱門,9.10,空手,,,空手觀望，尚未出現買進訊號
2026-07-24,NVDA,今日熱門,206.84,空手,,,空手觀望，尚未出現買進訊號
2026-07-24,ONDS,今日熱門,7.80,空手,,,空手觀望，尚未出現買進訊號
2026-07-24,SOFI,今日熱門,16.46,持倉中,18.78,-0.1235,續抱。浮動損益 -12.35%，目前停損價位約 $16.30
2026-07-24,NU,今日熱門,14.09,持倉中,13.88,0.0151,續抱。浮動損益 1.51%，目前停損價位約 $13.01
2026-07-24,T,今日熱門,24.13,空手,,,空手觀望，尚未出現買進訊號
2026-07-24,F,今日熱門,14.37,空手,14.00,0.0259,賣出訊號！原因：均線死亡交叉，這筆交易報酬約 2.59%（已計入滑價）
2026-07-24,AAL,今日熱門,14.48,持倉中,13.56,0.0673,續抱。浮動損益 6.73%，目前停損價位約 $12.20
2026-07-24,CLF,今日熱門,11.93,空手,,,空手觀望，尚未出現買進訊號
2026-07-24,PATH,今日熱門,10.84,持倉中,11.68,-0.0719,續抱。浮動損益 -7.19%，目前停損價位約 $9.82
2026-07-24,TSLA,今日熱門,313.03,空手,,,空手觀望，尚未出現買進訊號
2026-07-24,GRAB,今日熱門,3.31,持倉中,3.57,-0.0733,續抱。浮動損益 -7.33%，目前停損價位約 $3.13
2026-07-24,MARA,今日熱門,12.12,空手,,,空手觀望，尚未出現買進訊號
2026-07-24,SPCX,今日熱門,115.07,空手,,,空手觀望，尚未出現買進訊號
2026-07-24,RIG,今日熱門,5.35,空手,,,空手觀望，尚未出現買進訊號
2026-07-24,SMCI,今日熱門,30.10,空手,,,空手觀望，尚未出現買進訊號
2026-07-24,OPEN,今日熱門,3.84,空手,,,空手觀望，尚未出現買進訊號
2026-07-24,AMC,今日熱門,2.27,持倉中,2.46,-0.0777,續抱。浮動損益 -7.77%，目前停損價位約 $1.81
2026-07-24,ORCL,今日熱門,114.99,空手,,,空手觀望，尚未出現買進訊號
2026-07-24,CMCSA,今日熱門,22.30,空手,,,空手觀望，尚未出現買進訊號
2026-07-24,HBAN,今日熱門,17.36,持倉中,17.41,-0.0028,續抱。浮動損益 -0.28%，目前停損價位約 $16.12
2026-07-24,FRMI,今日熱門,7.40,持倉中,6.59,0.1229,續抱。浮動損益 12.29%，目前停損價位約 $5.37
2026-07-24,PLUG,今日熱門,2.09,空手,,,空手觀望，尚未出現買進訊號
2026-07-25,BTC-USD,追蹤清單,64358.50,持倉中,64422.86,0.0000,買進訊號！建議投入資金比例約 28%（已計入滑價，實際成交約 $64422.86）
2026-07-25,ETH-USD,追蹤清單,1873.87,持倉中,1898.12,-0.0128,續抱。浮動損益 -1.28%，目前停損價位約 $1752.63
2026-07-23,QQQ,追蹤清單,691.96,持倉中,692.31,0.0000,買進訊號！建議投入資金比例約 34%（已計入滑價，實際成交約 $692.31）
2026-07-23,AAPL,追蹤清單,321.66,持倉中,315.32,0.0201,續抱。浮動損益 2.01%，目前停損價位約 $311.38
2026-07-23,MSFT,追蹤清單,381.58,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,XOM,追蹤清單,156.89,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,PYPL,追蹤清單,56.00,持倉中,56.78,-0.0138,續抱。浮動損益 -1.38%，目前停損價位約 $50.79
2026-07-23,INTC,追蹤清單,100.23,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,AAOI,moomoo清單,112.02,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,GLW,moomoo清單,156.06,持倉中,159.18,-0.0196,續抱。浮動損益 -1.96%，目前停損價位約 $124.52
2026-07-23,DELL,moomoo清單,439.34,持倉中,404.59,0.0859,續抱。浮動損益 8.59%，目前停損價位約 $344.68
2026-07-23,AVGO,moomoo清單,392.47,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,ARM,moomoo清單,283.04,持倉中,283.18,0.0000,買進訊號！建議投入資金比例約 8%（已計入滑價，實際成交約 $283.18）
2026-07-23,NOK,今日熱門,9.73,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,NVDA,今日熱門,208.76,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,ONDS,今日熱門,7.93,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,SOFI,今日熱門,16.65,持倉中,18.78,-0.1134,續抱。浮動損益 -11.34%，目前停損價位約 $16.21
2026-07-23,NU,今日熱門,14.19,持倉中,13.88,0.0223,續抱。浮動損益 2.23%，目前停損價位約 $12.95
2026-07-23,T,今日熱門,22.96,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,F,今日熱門,14.15,持倉中,14.16,0.0000,買進訊號！建議投入資金比例約 24%（已計入滑價，實際成交約 $14.16）
2026-07-23,AAL,今日熱門,13.56,持倉中,13.56,-0.0001,續抱。浮動損益 -0.01%，目前停損價位約 $12.25
2026-07-23,CLF,今日熱門,10.96,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,PATH,今日熱門,10.20,持倉中,11.68,-0.1267,續抱。浮動損益 -12.67%，目前停損價位約 $9.79
2026-07-23,TSLA,今日熱門,319.69,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,MARA,今日熱門,12.77,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,GRAB,今日熱門,3.30,持倉中,3.57,-0.0761,續抱。浮動損益 -7.61%，目前停損價位約 $3.08
2026-07-23,SPCX,今日熱門,118.24,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,RIG,今日熱門,5.32,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,SMCI,今日熱門,31.20,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,AMC,今日熱門,2.28,持倉中,2.46,-0.0736,續抱。浮動損益 -7.36%，目前停損價位約 $1.82
2026-07-23,OPEN,今日熱門,3.85,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,ORCL,今日熱門,120.04,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,CMCSA,今日熱門,21.92,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,VZ,今日熱門,43.82,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,HBAN,今日熱門,17.40,持倉中,17.41,-0.0005,續抱。浮動損益 -0.05%，目前停損價位約 $16.11
2026-07-23,FRMI,今日熱門,6.32,持倉中,6.59,-0.0410,續抱。浮動損益 -4.10%，目前停損價位約 $5.46
2026-07-26,BTC-USD,追蹤清單,65320.70,持倉中,64422.86,0.0139,續抱。浮動損益 1.39%，目前停損價位約 $60666.82
2026-07-26,ETH-USD,追蹤清單,1948.56,持倉中,1898.12,0.0266,續抱。浮動損益 2.66%，目前停損價位約 $1758.62
2026-07-23,QQQ,追蹤清單,691.96,持倉中,692.31,-0.0005,續抱。浮動損益 -0.05%，目前停損價位約 $651.80
2026-07-23,AAPL,追蹤清單,321.66,持倉中,315.32,0.0201,續抱。浮動損益 2.01%，目前停損價位約 $311.38
2026-07-23,MSFT,追蹤清單,381.58,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,XOM,追蹤清單,156.89,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,PYPL,追蹤清單,56.00,持倉中,56.78,-0.0138,續抱。浮動損益 -1.38%，目前停損價位約 $50.79
2026-07-23,INTC,追蹤清單,100.23,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,AAOI,moomoo清單,112.02,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,GLW,moomoo清單,156.06,持倉中,159.18,-0.0196,續抱。浮動損益 -1.96%，目前停損價位約 $124.52
2026-07-23,DELL,moomoo清單,439.34,持倉中,404.59,0.0859,續抱。浮動損益 8.59%，目前停損價位約 $344.68
2026-07-23,AVGO,moomoo清單,392.47,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,ARM,moomoo清單,283.04,持倉中,283.18,-0.0005,續抱。浮動損益 -0.05%，目前停損價位約 $215.03
2026-07-23,NOK,今日熱門,9.73,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,NVDA,今日熱門,208.76,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,ONDS,今日熱門,7.93,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,SOFI,今日熱門,16.65,持倉中,18.78,-0.1134,續抱。浮動損益 -11.34%，目前停損價位約 $16.21
2026-07-23,NU,今日熱門,14.19,持倉中,13.88,0.0223,續抱。浮動損益 2.23%，目前停損價位約 $12.95
2026-07-23,T,今日熱門,22.96,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,F,今日熱門,14.15,持倉中,14.16,-0.0005,續抱。浮動損益 -0.05%，目前停損價位約 $12.95
2026-07-23,AAL,今日熱門,13.56,持倉中,13.56,-0.0001,續抱。浮動損益 -0.01%，目前停損價位約 $12.25
2026-07-23,CLF,今日熱門,10.96,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,PATH,今日熱門,10.20,持倉中,11.68,-0.1267,續抱。浮動損益 -12.67%，目前停損價位約 $9.79
2026-07-23,TSLA,今日熱門,319.69,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,GRAB,今日熱門,3.30,持倉中,3.57,-0.0761,續抱。浮動損益 -7.61%，目前停損價位約 $3.08
2026-07-23,MARA,今日熱門,12.77,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,SPCX,今日熱門,118.24,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,SMCI,今日熱門,31.20,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,RIG,今日熱門,5.32,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,CMCSA,今日熱門,21.92,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,ORCL,今日熱門,120.04,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,AMC,今日熱門,2.28,持倉中,2.46,-0.0736,續抱。浮動損益 -7.36%，目前停損價位約 $1.82
2026-07-23,OPEN,今日熱門,3.85,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,VZ,今日熱門,43.82,空手,,,空手觀望，尚未出現買進訊號
2026-07-23,MU,今日熱門,990.21,持倉中,904.28,0.0950,續抱。浮動損益 9.50%，目前停損價位約 $775.52
2026-07-23,FRMI,今日熱門,6.32,持倉中,6.59,-0.0410,續抱。浮動損益 -4.10%，目前停損價位約 $5.46
2026-07-27,BTC-USD,追蹤清單,63682.40,持倉中,64422.86,-0.0115,續抱。浮動損益 -1.15%，目前停損價位約 $60766.28
2026-07-27,ETH-USD,追蹤清單,1884.96,持倉中,1898.12,-0.0069,續抱。浮動損益 -0.69%，目前停損價位約 $1756.24
2026-07-27,QQQ,追蹤清單,682.12,空手,692.31,-0.0152,賣出訊號！原因：均線死亡交叉，這筆交易報酬約 -1.52%（已計入滑價）
2026-07-27,AAPL,追蹤清單,336.91,持倉中,315.32,0.0685,續抱。浮動損益 6.85%，目前停損價位約 $313.10
2026-07-27,MSFT,追蹤清單,389.10,空手,,,空手觀望，尚未出現買進訊號
2026-07-27,XOM,追蹤清單,154.77,空手,,,空手觀望，尚未出現買進訊號
2026-07-27,PYPL,追蹤清單,56.07,持倉中,56.78,-0.0126,續抱。浮動損益 -1.26%，目前停損價位約 $50.85
2026-07-27,INTC,追蹤清單,91.67,空手,,,空手觀望，尚未出現買進訊號
2026-07-27,AAOI,moomoo清單,97.82,空手,,,空手觀望，尚未出現買進訊號
2026-07-27,GLW,moomoo清單,143.36,空手,159.18,-0.0998,賣出訊號！原因：均線死亡交叉，這筆交易報酬約 -9.98%（已計入滑價）
2026-07-27,DELL,moomoo清單,426.91,持倉中,404.59,0.0552,續抱。浮動損益 5.52%，目前停損價位約 $347.23
2026-07-27,AVGO,moomoo清單,383.22,空手,,,空手觀望，尚未出現買進訊號
2026-07-27,ARM,moomoo清單,266.33,空手,283.18,-0.0600,賣出訊號！原因：均線死亡交叉，這筆交易報酬約 -6.00%（已計入滑價）
2026-07-27,NVDA,今日熱門,196.51,空手,,,空手觀望，尚未出現買進訊號
2026-07-27,NOK,今日熱門,9.28,空手,,,空手觀望，尚未出現買進訊號
2026-07-27,AAL,今日熱門,14.95,持倉中,13.56,0.1024,續抱。浮動損益 10.24%，目前停損價位約 $12.69
2026-07-27,T,今日熱門,24.42,空手,,,空手觀望，尚未出現買進訊號
2026-07-27,ONDS,今日熱門,8.02,空手,,,空手觀望，尚未出現買進訊號
2026-07-27,NU,今日熱門,14.53,持倉中,13.88,0.0468,續抱。浮動損益 4.68%，目前停損價位約 $13.07
2026-07-27,SOFI,今日熱門,16.88,持倉中,18.78,-0.1012,續抱。浮動損益 -10.12%，目前停損價位約 $16.30
2026-07-27,SPCX,今日熱門,113.50,空手,,,空手觀望，尚未出現買進訊號
2026-07-27,RIG,今日熱門,5.28,空手,,,空手觀望，尚未出現買進訊號
2026-07-27,PLUG,今日熱門,2.06,空手,,,空手觀望，尚未出現買進訊號
2026-07-27,F,今日熱門,14.68,空手,14.16,0.0364,賣出訊號！原因：均線死亡交叉，這筆交易報酬約 3.64%（已計入滑價）
2026-07-27,BMNR,今日熱門,17.92,空手,,,空手觀望，尚未出現買進訊號
2026-07-27,PATH,今日熱門,11.62,持倉中,11.68,-0.0051,續抱。浮動損益 -0.51%，目前停損價位約 $9.80
2026-07-27,JOBY,今日熱門,7.37,空手,,,空手觀望，尚未出現買進訊號
2026-07-27,JBLU,今日熱門,5.43,持倉中,5.43,0.0000,買進訊號！建議投入資金比例約 11%（已計入滑價，實際成交約 $5.43）
2026-07-27,AMC,今日熱門,2.51,持倉中,2.46,0.0198,續抱。浮動損益 1.98%，目前停損價位約 $1.82
2026-07-27,SKHY,今日熱門,143.02,空手,,,空手觀望，尚未出現買進訊號
2026-07-27,INFY,今日熱門,11.70,空手,,,空手觀望，尚未出現買進訊號
2026-07-27,GRAB,今日熱門,3.35,持倉中,3.57,-0.0621,續抱。浮動損益 -6.21%，目前停損價位約 $3.14
2026-07-27,QBTS,今日熱門,19.51,空手,,,空手觀望，尚未出現買進訊號
2026-07-27,MARA,今日熱門,11.77,空手,,,空手觀望，尚未出現買進訊號
2026-07-27,SOUN,今日熱門,6.41,空手,,,空手觀望，尚未出現買進訊號
2026-07-27,MU,今日熱門,900.20,持倉中,904.28,-0.0045,續抱。浮動損益 -0.45%，目前停損價位約 $769.15
2026-07-27,HL,今日熱門,15.19,空手,,,空手觀望，尚未出現買進訊號
2026-07-28,BTC-USD,追蹤清單,63568.21,持倉中,64422.86,-0.0133,續抱。浮動損益 -1.33%，目前停損價位約 $61109.51
2026-07-28,ETH-USD,追蹤清單,1903.95,持倉中,1898.12,0.0031,續抱。浮動損益 0.31%，目前停損價位約 $1767.80
2026-07-28,QQQ,追蹤清單,675.49,空手,,,空手觀望，尚未出現買進訊號
2026-07-28,AAPL,追蹤清單,340.08,持倉中,315.32,0.0785,續抱。浮動損益 7.85%，目前停損價位約 $316.38
2026-07-28,MSFT,追蹤清單,393.35,空手,,,空手觀望，尚未出現買進訊號
2026-07-28,XOM,追蹤清單,153.04,空手,,,空手觀望，尚未出現買進訊號
2026-07-28,PYPL,追蹤清單,58.32,持倉中,56.78,0.0270,續抱。浮動損益 2.70%，目前停損價位約 $51.98
2026-07-28,INTC,追蹤清單,86.30,空手,,,空手觀望，尚未出現買進訊號
2026-07-28,AAOI,moomoo清單,88.14,空手,,,空手觀望，尚未出現買進訊號
2026-07-28,GLW,moomoo清單,126.01,空手,,,空手觀望，尚未出現買進訊號
2026-07-28,DELL,moomoo清單,392.10,持倉中,404.59,-0.0309,續抱。浮動損益 -3.09%，目前停損價位約 $340.23
2026-07-28,AVGO,moomoo清單,380.91,空手,,,空手觀望，尚未出現買進訊號
2026-07-28,ARM,moomoo清單,244.74,空手,,,空手觀望，尚未出現買進訊號
2026-07-28,NVDA,今日熱門,197.01,空手,,,空手觀望，尚未出現買進訊號
2026-07-28,NOK,今日熱門,8.93,空手,,,空手觀望，尚未出現買進訊號
2026-07-28,AAL,今日熱門,15.36,持倉中,13.56,0.1326,續抱。浮動損益 13.26%，目前停損價位約 $13.19
2026-07-28,JBLU,今日熱門,6.00,持倉中,5.43,0.1044,續抱。浮動損益 10.44%，目前停損價位約 $4.91
2026-07-28,PLUG,今日熱門,1.96,空手,,,空手觀望，尚未出現買進訊號
2026-07-28,SOFI,今日熱門,16.74,持倉中,18.78,-0.1086,續抱。浮動損益 -10.86%，目前停損價位約 $16.29
2026-07-28,SPCX,今日熱門,116.41,空手,,,空手觀望，尚未出現買進訊號
2026-07-28,F,今日熱門,14.96,空手,,,空手觀望，尚未出現買進訊號
2026-07-28,ONDS,今日熱門,7.86,空手,,,空手觀望，尚未出現買進訊號
2026-07-28,AMC,今日熱門,2.67,持倉中,2.46,0.0848,續抱。浮動損益 8.48%，目前停損價位約 $2.00
2026-07-28,MARA,今日熱門,11.38,空手,,,空手觀望，尚未出現買進訊號
2026-07-28,NU,今日熱門,14.68,持倉中,13.88,0.0576,續抱。浮動損益 5.76%，目前停損價位約 $13.20
2026-07-28,MU,今日熱門,820.53,持倉中,904.28,-0.0926,續抱。浮動損益 -9.26%，目前停損價位約 $757.89
2026-07-28,T,今日熱門,24.66,空手,,,空手觀望，尚未出現買進訊號
2026-07-28,PATH,今日熱門,12.19,持倉中,11.68,0.0437,續抱。浮動損益 4.37%，目前停損價位約 $9.74
2026-07-28,RIG,今日熱門,4.99,空手,,,空手觀望，尚未出現買進訊號
2026-07-28,QS,今日熱門,5.17,空手,,,空手觀望，尚未出現買進訊號
2026-07-28,SKHY,今日熱門,130.17,空手,,,空手觀望，尚未出現買進訊號
2026-07-28,PLTR,今日熱門,123.53,空手,,,空手觀望，尚未出現買進訊號
2026-07-28,PFE,今日熱門,25.25,空手,,,空手觀望，尚未出現買進訊號
2026-07-28,SOUN,今日熱門,6.24,空手,,,空手觀望，尚未出現買進訊號
2026-07-28,SNAP,今日熱門,4.77,空手,,,空手觀望，尚未出現買進訊號
2026-07-29,BTC-USD,追蹤清單,63840.01,持倉中,64422.86,-0.0090,續抱。浮動損益 -0.90%，目前停損價位約 $61012.06
2026-07-29,ETH-USD,追蹤清單,1901.91,持倉中,1898.12,0.0020,續抱。浮動損益 0.20%，目前停損價位約 $1773.49
2026-07-29,QQQ,追蹤清單,661.73,空手,,,空手觀望，尚未出現買進訊號
2026-07-29,AAPL,追蹤清單,338.19,持倉中,315.32,0.0725,續抱。浮動損益 7.25%，目前停損價位約 $316.62
2026-07-29,MSFT,追蹤清單,390.54,空手,,,空手觀望，尚未出現買進訊號
2026-07-29,XOM,追蹤清單,156.75,空手,,,空手觀望，尚未出現買進訊號
2026-07-29,PYPL,追蹤清單,58.35,持倉中,56.78,0.0276,續抱。浮動損益 2.76%，目前停損價位約 $52.03
2026-07-29,INTC,追蹤清單,81.88,空手,,,空手觀望，尚未出現買進訊號
2026-07-29,AAOI,moomoo清單,76.52,空手,,,空手觀望，尚未出現買進訊號
